,Unnamed: 0,transcripts,confidence,location_extraction
1913,1913,retreat in a cell,0.4592043459415436,"Retreat Road , A Street"
1914,1914,and being with a neighbor who flagged me down there will be no more,0.7848911285400391,"A Street , Neighbor Street , No Way"
1917,1917,Petra 933 355,0.638191282749176,Petra Court
1918,1918,valstream victory over Chelsea sport,0.5385398268699646,Valstream Drive
1919,1919,Hammett similar community and 21 is your net worth,0.6556482911109924,Hammett Lane
1920,1920,after dinner where we're wrapping a,0.7338048815727234,A Street
1921,1921,Mary Union San Francisco,0.5438970327377319,"Mary Lane , Union Court"
1922,1922,service is not never stops,0.6617441177368164,Service Street
1923,1923,Davis has five five eight zero zero six,0.7947015166282654,Davis Lane
1924,1924,Shaw for the status bar and I got Twitter and,0.699479341506958,Shaw Circle
1925,1925,Central Square respond with,0.668183445930481,Central Street
1926,1926,sixteen of station outside of this 20th and 99,0.789419412612915,20th Street
1927,1927,Wisconsin and number 10,0.6628308892250061,Wisconsin Street
1928,1928,nice,0.4053386151790619,Nice Place
1929,1929,Fortune,0.5515317320823669,Fortune Way
1930,1930,such as 1763 3005 form up with your Strike Team at the Home Depot parking lot Third Street Norville thanks,0.8512427806854248,Depot Lane
1931,1931,never before has a clear up there man,0.7081204652786255,A Street
1932,1932,parque the reason she hasn't Airbnb that sure that our residents and subjects in there since the eighth of this month and is not regionally,0.8341761231422424,"Parque Drive , Our Way"
1934,1934,Travis Tanner's are going to wait outside of the octopus tree is still a Junior I've struck was available,0.8066125512123108,"Travis Road , A Street"
1935,1935,Crescent,0.471119076013565,Crescent Drive
1937,1937,Tres 1 kilo fire smoke check West 8th Street and Peter,0.7871833443641663,"West Drive , 8th Avenue , 8th Street"
1941,1941,Harvey Allen and why not Vehicles occupied,0.7748040556907654,Harvey Road
1942,1942,Jessica clever name,0.7029198408126831,Jessica Way
1945,1945,nice to meet you in the area investigating it's a nice time to get started Thursday,0.8318190574645996,"Nice Place , A Street , Nice Place"
1948,1948,substituents in April,0.6448532342910767,April Court
1949,1949,and the cave you and I can be seen across those 2100 MLK aggressive 20th for help,0.8407766819000244,20th Street
1950,1950,just confirming the same name Anthony king bird,0.855133056640625,"Anthony Lane , Bird Street"
1951,1951,Victor,0.5150932669639587,Victor Drive
1952,1952,Kelly,0.5105853676795961,Kelly Lane
1953,1953,Echo 7,0.36540579795837397,Echo Lane
1957,1957,and into a fire alarm told us X West Sacramento Avenue at University Village Apartments,0.6707054376602173,"A Street , West Drive , Sacramento Street , Village Lane"
1958,1958,I'm 97 that address on Lincoln and it's locked by a gate long driveway can you call them and him,0.8792397975921631,"Lincoln Drive , A Street , Gate Lane"
1960,1960,treasure holiday stamps cocoa on demand,0.7558757066726685,Holiday Drive
1963,1963,Connie,0.42176029086112976,Connie Circle
1964,1964,single fire truck one,0.6520865559577942,Single Lane
1965,1965,21 High Farm can I see booking I can tell,0.8473662734031677,High Street
1967,1967,Elgin 81,0.5958141088485718,Elgin Street
1968,1968,as a record nine three seven nine Good Feet three,0.6870660185813904,A Street
1970,1970,Pam bear attack Orville semifinal check the status,0.6950666308403015,Pam Court
1972,1972,grinding that she has been with him twice today and he's medically cleared no need to hurry on back Emma,0.815448522567749,"No Way , Emma Avenue"
1973,1973,Carmel fire Orville,0.6766904592514038,Carmel Court
1976,1976,Church,0.6821551322937012,Church Street
1977,1977,Trent feel guilty,0.7427605390548706,Trent Street
1979,1979,excuse you reported vehicle into residents 1 5 5 2014 Street and 16th Street,0.8580695390701294,"16th Street , 16th Street"
1980,1980,they lost a loved one there,0.747244656085968,"Lost Lane , A Street"
1981,1981,copper here in Paradise,0.6928455829620361,"Copper Lane , Paradise Avenue"
1982,1982,the third row from the forest top inside,0.7447695732116699,Forest Lane
1985,1985,Castle tennis very garbage,0.54100102186203,Castle Drive
1989,1989,6th have that by his sir,0.7366220355033875,6th Avenue
1990,1990,to go to one return to quarters 2013,0.7862979769706726,Go Street
1991,1991,Patsy neurogenesis can dollars for the V7 671 transient clear,0.8003509640693665,Patsy Court
1992,1992,crest,0.6129016280174255,Crest Drive
1993,1993,Stetson 2167 Orville confirmed station 54 or 64,0.800079345703125,Stetson Court
1995,1995,Homestead,0.6377864480018616,Homestead Place
1997,1997,George Brown the sally port,0.6793083548545837,Brown Avenue
1998,1998,feather,0.36220383644104,Feather Avenue
1999,1999,Carroll South 26.6 Lincoln Boulevard,0.7274080514907837,"Carroll Lane , South Avenue , Lincoln Boulevard , Lincoln Drive"
2001,2001,Hunter,0.3782529532909393,Hunter Lane
2002,2002,seven to our,0.7733156085014343,Our Way
2003,2003,Manatee 31 Charlie's 9241 child,0.6154340505599976,Manatee Circle
2007,2007,feather,0.3960042893886566,Feather Avenue
2009,2009,6th it off grown before the expect,0.5694990754127502,6th Avenue
2010,2010,Summit on 67 survived 18,0.6858261227607727,Summit Avenue
2011,2011,and here we can fix on some Fallout 4,0.7418205142021179,Some Way
2013,2013,Dakota,0.432571142911911,Dakota Avenue
2014,2014,West and East,0.7575001716613771,"West Drive , East Street"
2017,2017,that place coming back on a Ford Taurus,0.8337920904159546,"A Street , Ford Avenue"
2018,2018,deception is such a force on US money,0.6682195663452148,A Street
2023,2023,you have a more precise location option XX,0.7971357107162476,A Street
2024,2024, 1st,0.5263225436210632,1st Avenue
2025,2025,Leslie,0.4871356189250946,Leslie Lane
2026,2026,65535 in a domestic at 10:25 East,0.7606055736541748,"A Street , East Street"
2027,2027,28 is seven Boy George zebra three three seven it's a white VW,0.8059824109077454,"A Street , White Drive"
2028,2028,to go find one,0.6829909682273865,Go Street
2029,2029,French horn,0.6706500649452211,French Avenue
2030,2030,Cody killed Michael assist for the fire difficulty breathing two four zero Table Mountain Boulevard because Flying Cloud Drive and mono Avenue pecan be located in front of Tony's liquor and a white truck and I'm 36,0.8760178089141846,"Cody Court , Michael Lane , Table Mountain Boulevard , Flying Cloud Drive , Flying Cloud Drive , Mono Avenue , Mono Avenue , Pecan Drive , Front Street , A Street , White Drive"
2031,2031,become a standby to the next unit gets here,0.847330629825592,A Street
2032,2032,Oregon 26,0.674261748790741,Oregon Street
2034,2034,nor Bill cancer,0.6450523138046265,Nor Way
2036,2036,continuing will be re-energized from just a blow all the way accountants,0.7933405041694641,A Street
2037,2037,quiet air back in the seventh circle,0.6529873609542847,"Quiet Lane , Circle Lane"
2038,2038,41 meters from 613 Palmetto,0.7712084650993347,Palmetto Avenue
2039,2039,round a bike 14 inch,0.8051021695137024,A Street
2042,2042,Trevor,0.6431083679199219,Trevor Road
2043,2043,golf,0.5570396184921265,Golf Road
2044,2044,Casa minor valleys can be burned,0.7755694389343262,Casa Drive
2045,2045,but although it is still some Cannon fires on both sides of the road he got one residents with two people that are staying I feel like they're safe they're we're moving back to the West getting to the first house that is on the pavement and I'm going to assess that truck is red I could use a five engines when you get them,0.8869556188583374,"Some Way , Cannon Court , West Drive , House Avenue , A Street"
2046,2046,the other half that fotos,0.8697455525398254,Fotos Way
2048,2048,Timber 34s,0.5103973150253296,Timber Lane
2051,2051,T right now we're Skyway West of you is impacted so then both of those Lanes Northbound verse 2 we get some flow,0.7925001382827759,"Skyway Road , West Drive , Some Way"
2052,2052,Autumn is here,0.5981892943382263,Autumn Lane
2053,2053,F medication,0.6513046622276306,F Street
2054,2054,have Hall from Sirius XM they received an SOS alarm from a vehicle to silver Toyota Camry registered to Allison McLemore,0.8353978991508484,"Hall Drive , A Street , Allison Court"
2056,2056,Zack Webster Tamar cancer,0.7884478569030762,"Zack Circle , Webster Drive"
2057,2057,Stetson by RSS South detective agency,0.6750528216362,"Stetson Court , South Avenue"
2058,2058,Viceroy,0.4221467971801758,Viceroy Drive
2060,2060,Trevor to tell coming I have a key,0.6587070226669312,"Trevor Road , A Street"
2062,2062,Covington medical he's different,0.6567968130111694,Covington Court
2063,2063,7th,0.5696963667869568,7th Road
2065,2065,Stone and Costco,0.6400648355484009,Stone Road
2067,2067, the fire was behind you College aesthetic of the way the clothes Clark,0.786342978477478,"College Drive , Clark Road"
2068,2068,here and granite rock and roll up with the subject,0.7857136130332947,Granite Street
2069,2069,Elsa back at 100 Sterling Oaks Drive,0.6465700268745422,"Elsa Lane , Sterling Court , Sterling Oaks Drive , Sterling Oaks Drive"
2074,2074,she's progressing to the train leave any block train with his vehicle but he's since moved,0.7964553833007812,Block Road
2075,2075,salmon always determine energy,0.6735790371894836,Salmon Drive
2077,2077,give it a Time code for trp,0.7965719699859619,A Street
2081,2081,favorite,0.5367677807807922,Favorite Court
2083,2083,Wendy Mexico,0.6037999987602234,Wendy Way
2086,2086,Coffey marketing environment is for an hour I'll let you know when we get ten golf pushing down the track,0.8390483260154724,"Coffey Lane , Golf Road"
2087,2087,Covey personal,0.7703062295913696,Covey Court
2088,2088,citizen Bravo Camp communication,0.6969085335731506,Bravo Way
2089,2089,he is a very rare car parked,0.8319575190544128,A Street
2090,2090,Mystic 2511 24th,0.6884002089500427,Mystic Lane
2094,2094,Toni to Countrywood,0.7271077036857605,"Toni Drive , Countrywood Lane"
2095,2095,California Adam six seven three six eight four zero zero,0.7712299823760986,California Way
2096,2096,Moore prophetic spirit because you're breathing once,0.6998314261436462,Moore Road
2097,2097,take a lizard fourth book tag 5-1-1 Coyote Way,0.7085068225860596,"A Street , Coyote Way , Coyote Way"
2098,2098,happy our chance at work,0.6686258316040039,Our Way
2099,2099,several parks along the curve here,0.7522130012512207,Parks Street
2100,2100,Vail or female,0.6894782185554504,Vail Drive
2101,2101,2181 speaker Circle,0.8161848783493042,Circle Lane
2102,2102,country 66 quality,0.5260018110275269,"Country Drive , Quality Lane"
2106,2106,service years back one responsive female 1 1 1 6 12 Street Retreat violate State Avenue 1629,0.8046849370002747,"Service Street , Retreat Road , State Street"
2107,2107,Rush question for does make contact with 3075 Charlie they're in control this are as part of their decision to buy a hamburger for fire see also that apply RP inches for be available,0.8656225204467773,"Rush Court , A Street"
2108,2108,6th you are 10-8 as well,0.6536422967910767,6th Avenue
2110,2110,Oroville fire engine,0.8267163038253784,Oroville Avenue
2111,2111,21:16 in route for cigarettes in beckwourth fire 23 2141,0.8104562163352966,Beckwourth Way
2112,2112,Brad says that is the old man,0.7158348560333252,Brad Court
2113,2113,one Orville metalmark,0.8395028114318848,Metalmark Way
2114,2114,Grant Privileges and it was,0.7092216610908508,Grant Avenue
2116,2116,Fetter traffic,0.7209234833717346,Fetter Street
2117,2117,Leonard 1144 true beauty,0.6752006411552429,Leonard Way
2118,2118,All Pro of our resources are off the division,0.6999108195304871,"Our Way , Resources Lane"
2121,2121,Cory called arms,0.6593557596206665,Cory Road
2122,2122, who is a medically very good copy,0.8473074436187744,A Street
2123,2123,medley,0.3754902184009552,Medley Lane
2127,2127,Porter and anyone who can fix them African village,0.6905105113983154,"Porter Court , Village Lane"
2129,2129, go to rest,0.7507242560386658,Go Street
2130,2130,access 74 Performing Arts box office,0.7265858054161072,"Access Road , Arts Lane"
2131,2131,parsley,0.4624203145503998,Parsley Lane
2133,2133,Prairie care assistant,0.4320860803127289,Prairie Drive
2134,2134,Harlan Simmons Giselle responders,0.6084117293357849,"Harlan Avenue , Simmons Road"
2135,2135,castle of wonder,0.6460442543029785,"Castle Drive , Wonder Lane"
2137,2137,High 41,0.8165134191513062,High Street
2144,2144,friendly,0.3922222852706909,Friendly Way
2145,2145,creative music loudly and one sort of vehicles are people exist at all,0.6747105717658997,Creative Lane
2146,2146,pheasant to be a medic medical difficulty breathing and five six eight East 9th Avenue Crossroads home my manager 604,0.7874519228935242,"Pheasant Lane , A Street , East Street , 9th Street , Crossroads Road , My Way"
2148,2148,Micheal area from 112 called that's about pain and manager asking or delete Sanders also called us,0.7701018452644348,Micheal Way
2150,2150,sometimes 1097 there are no truck and trailer Compass here,0.7809998393058777,No Way
2151,2151,Everett,0.457871824502945,Everett Street
2152,2152,Saint faustina orange drinking Airport,0.5939599871635437,"Orange Avenue , Airport Road"
2153,2153,Wonder of course 4322,0.673171877861023,Wonder Lane
2154,2154,Grant Park,0.4036131501197815,"Grant Avenue , Park Way"
2157,2157,Hart,0.4051754772663117,Hart Lane
2160,2160,portal for Venezuelan 25 Mills,0.7628502845764159,"Portal Drive , Mills Lane"
2162,2162,go ahead,0.7848331332206726,Go Street
2167,2167,crashing one public assist help up at 1712 would you lean cross the Valley Oak and autumnwood timeout 2138,0.863134503364563,"Valley Court , Valley Oak Drive , Autumnwood Drive"
2168,2168,Tyme 16,0.6383552551269531,Tyme Way
2170,2170,service,0.4496043920516968,Service Street
2172,2172,operate French dance,0.5715764760971069,French Avenue
2174,2174,Ginger and low confirming engine one cancels and available,0.7809202075004578,Ginger Lane
2176,2176,fir,0.476488322019577,Fir Street
2177,2177,Tucker and in the next medical cardiac Immediate Care 376 salad bars across a memorial are pine trees of our 1613,0.84665447473526,"Tucker Lane , A Street , Memorial Way , Pine Circle , Our Way"
2178,2178,Coco holiday family,0.5853909850120544,"Coco Lane , Holiday Drive , Family Way"
2181,2181,Calvin Harris something,0.625522255897522,"Calvin Drive , Harris Lane"
2183,2183,Sandy 243 golf this is Mike Mike,0.7941913008689879,Golf Road
2184,2184,forty one with the emetics medical cardiac at Pleasant Valley Baptist Church one three five three nine Garner Lane,0.7973110675811768,"Pleasant Lane , Valley Court , Church Street , Garner Lane , Garner Lane"
2185,2185,Ginny Anna address,0.6426603198051453,"Ginny Lane , Anna Court"
2187,2187,Ernie 34e funny,0.6012390851974487,Ernie Lane
2188,2188,River,0.7209348678588867,River Avenue
2192,2192,Eagle Point seven Clippers 27 of the driver of the Toyota,0.7748258113861084,Eagle Point Lane
2193,2193,7th he's a Democrat,0.6118301749229431,"7th Road , A Street"
2195,2195,Carmel Tennessee 30 downtown,0.6958186626434326,Carmel Court
2197,2197,seven if we can advise us those need to be expedite expedited we have number one lane center lane and parcel number two lane blocked forbestown mangrove,0.8462043404579163,"Lane Court , Center Street , Center Lane , Lane Court , Forbestown Circle , Mangrove Avenue"
2200,2200,Tres Hombres road which is backing up early more down towards release Shopping Center,0.8408846259117126,"Which Way , Center Street"
2201,2201,Oroville medical Medical Aid,0.7630111575126648,Oroville Avenue
2204,2204,Jessica 97 were utl so far better location,0.7721073627471924,Jessica Way
2206,2206,Hill 42 I don't forget it,0.7359947562217712,Hill Drive
2211,2211,Pleasant,0.453751415014267,Pleasant Lane
2212,2212,High 33,0.6444079279899597,High Street
2213,2213,Oroville 626 in Rapid Rhythm to drop off fire personnel,0.8163982033729553,Oroville Avenue
2214,2214,Greenville refuse,0.4508674442768097,Greenville Street
2215,2215,rash 11 operation,0.6228955984115601,Rash Lane
2217,2217,Hill 46,0.5649267435073853,Hill Drive
2218,2218,Shasta,0.3740586042404175,Shasta Avenue
2220,2220,green November can't Communications,0.638965368270874,Green Street
2223,2223,Curley specifications,0.6031265258789062,Curley Lane
2224,2224,saxberg RS6 mess,0.5561175346374512,Saxberg Drive
2227,2227, T C Sobo occupants who is outside the vehicle at this time we're going Road and Highway 162 and just everyone,0.8060246109962463,C Street
2228,2228,portal engine 1466 and RAF station 33 recovered,0.7082039713859558,Portal Drive
2231,2231,e with green stripes division for attributes,0.6978392004966736,"E Street , Green Street"
2232,2232,50 there are peace still following this Effectiveness download him again at Tony's liquor,0.8250565528869629,Peace Court
2233,2233,Montrose,0.5889796614646912,Montrose Drive
2234,2234, Rocky,0.5555071830749512,Rocky Lane
2236,2236,friendly,0.3621895611286163,Friendly Way
2238,2238,some 9 owner's request for rotation for the Chevy SUV flatbed,0.7394152283668518,Some Way
2239,2239,Pratt,0.3622631728649139,Pratt Avenue
2241,2241,Jack copy what should I get a fire xgl three zero five zero Charlie,0.7737300992012024,A Street
2242,2242,French food trucks working in France you at the flare up on the zepher point it says road with will open again align all flare up Crews of that,0.7856835126876831,"French Avenue , Zepher Way"
2244,2244,Center 74,0.5853919982910156,Center Street
2246,2246,Haven 24 take 32,0.6743753552436829,Haven Lane
2247,2247,Duffy,0.5170496702194214,Duffy Drive
2249,2249,twin if you were also now,0.5782350301742554,Twin Lane
2250,2250,medically as concow Road and Highway 70 s has 1200 hours the victim from a reputable performed on concow 19 year old male hypothermic I was a roadie Angeles at seems stable condition and also because of transport and I've also got a highly trained team I'm going to be releasing the base camp de base copy,0.8833189606666565,"Concow Road , Concow Road , A Street , Concow Road , A Street , Stable Lane , A Street"
2251,2251,Scout,0.5502001643180847,Scout Road
2252,2252,seven hundred Mitchell a,0.6464901566505432,"Mitchell Avenue , A Street"
2254,2254,25:17 new Heather Way,0.7136827111244202,"New Heather Way , New Heather Way"
2256,2256,no she's not working today trying to hold her,0.8264606595039368,No Way
2260,2260,quiet very very sexy,0.5989156365394592,Quiet Lane
2264,2264,Denver,0.3635953366756439,Denver Lane
2266,2266,Governors I can be driving us worked as it may be on 99 and Nelson shippee,0.8168714642524719,"Governors Lane , Nelson Lane , Nelson Shippee Road"
2267,2267,Jac a call roll over on 99 south-south just South Garden Drive West one engine and one ambulance for assistance,0.7885297536849976,"A Street , South Avenue , South Avenue , South Avenue , Garden Drive , Garden Drive , West Drive"
2269,2269,beckwourth way 30,0.6098219752311707,"Beckwourth Way , Beckwourth Way"
2270,2270,Hearst serve on our work a forbearance TV show me around to the surface,0.7952411770820618,"Hearst Avenue , Our Way , A Street"
2271,2271,never has a bonfire going,0.7881565093994141,A Street
2273,2273, Skyway still report,0.5857218503952026,Skyway Road
2277,2277,Trevor sausage,0.6948192715644836,Trevor Road
2279,2279,Princeton 2052,0.6061640977859497,Princeton Way
2280,2280,alphys Road Highway 99,0.6712628006935121,Alphys Lane
2281,2281,because it was address paradisewood,0.6744493842124939,Paradisewood Drive
2282,2282,College one out-of-court statements,0.5858500003814697,College Drive
2283,2283,19050 a golf with five zero seven three Lago Vista Way Pinterest,0.8539534211158752,"A Street , Golf Road , Lago Vista Way , Lago Vista Way"
2284,2284,Parker 1801 spring,0.5477660298347473,"Parker Way , Spring Lane"
2285,2285,Kerr 74 or those who don't respond,0.6334747672080994,Kerr Lane
2287,2287,Bennett Oracle or religion 33 would you like us to head up the fire Center and relay a message,0.8277515172958374,"Bennett Road , Center Street , A Street"
2288,2288,Trevor,0.4261766374111176,Trevor Road
2292,2292,perhaps he keep right see our teleport single report from station B so a motorcycle down off the side of the road as possible minor injury and you want,0.8619791269302368,"Our Way , Single Lane , B Street , A Street"
2293,2293,dad's affirmative is going to be in addition to the big pheasant Escape through,0.7717622518539429,Pheasant Lane
2295,2295,parque Del 8941 Jesse,0.6407914757728577,Parque Drive
2297,2297,coyote and primitive excellent defense is going to be requesting a full aircraft response there are going to be handling the aircraft I've informed them of your location and they will be informing incoming aircraft you can return your previous assignment at your discretion,0.8639371395111084,"Coyote Way , A Street"
2298,2298,I've heard about the desert a total of 32 38 are currently working on a good monster having credit reporting location,0.8638080954551697,"A Street , A Street"
2299,2299,his contingency will go ahead and check the availability who will be the point of contact,0.8366135358810425,Go Street
2301,2301,a senior 16,0.7230179905891418,A Street
2303,2303,Shelley 44 practice,0.5867316722869873,Shelley Lane
2304,2304,available for pain 21 from Misty Blue,0.8434631824493408,Misty Way
2307,2307,Oregon something with that,0.6374770998954773,Oregon Street
2308,2308,outside assist for San Diego PD out with a vehicle if want to confirm it's not stolen you're attempting to contact an owner of Jordan,0.8824176192283629,"Diego Lane , A Street"
2311,2311,Heavenly Father,0.4318394660949707,Heavenly Place
2313,2313,Vista,0.4915419518947601,Vista Way
2314,2314,Freedom secure defend for centuries,0.6638539433479309,Freedom Court
2316,2316,provide a j mantle it,0.7563005685806274,A Street
2317,2317,Coeur D Alene Cross of Edgewood for now,0.7353034019470215,"D Street , Edgewood Lane"
2319,2319,Center and below that description it was just yesterday as well but if you contact that RP patient in the hospital birth,0.8592319488525391,Center Street
2320,2320,such a search party to a vehicle 174 order and Wilbert West Coast Harlan Avenue,0.7752168774604797,"A Street , A Street , West Drive , Harlan Avenue , Harlan Avenue"
2321,2321,we're having some regular don't have tax 35 and all portable radios and or mobile so we were gonna try to get base camp just calm down and back up once I leave Tracy about,0.8500285744667053,"Some Way , Tracy Lane"
2322,2322,Frances,0.37493646144866943,Frances Drive
2328,2328,neplus SL,0.57494056224823,Neplus Drive
2332,2332,Gilmore,0.7128852009773254,Gilmore Lane
2335,2335,7th,0.3661816418170929,7th Road
2336,2336,Stone check,0.5918235778808594,Stone Road
2338,2338,portal engine 81 out of service,0.7211910486221313,"Portal Drive , Service Street"
2340,2340,Vance,0.5196189284324646,Vance Avenue
2341,2341,Fortune ever go that address if you have it,0.7164302468299866,"Fortune Way , Go Street"
2342,2342,Tina finding one third time for me CHP is not calling in the tub,0.7993554472923279,Tina Court
2343,2343,Harris,0.3544588983058929,Harris Lane
2348,2348,Harvey Levin 27 behind,0.6715043187141418,Harvey Road
2349,2349,forgotten to Ashland being that it's from four to six West Main Street her 11:5 boyfriend showed up so she's walking away he's not a ninth and test that he still following her it's a terrible break,0.8613149523735046,"Forgotten Way , Ashland Lane , West Drive , Main Street , Main Street , A Street , A Street"
2351,2351,Moore,0.6798193454742432,Moore Road
2352,2352,happy I'll bite and started house it's different,0.7413418889045715,House Avenue
2355,2355,strike your name 274 golf Orville,0.7746292948722839,Golf Road
2357,2357,Edgewood 954,0.6710554957389832,Edgewood Lane
2359,2359,battle City about 422 mangrove,0.5976606607437134,Mangrove Avenue
2360,2360,Harvest information,0.5598439574241638,Harvest Lane
2361,2361,Verde I say 1208,0.7750954627990723,Verde Drive
2362,2362,Ashley if I said boyfriend is Christopher patent 22 years of age usually carries a knife and then seeing today she went to Mo recently and was released but he still seems 11-5 in a slurred his words right and chest that now,0.8613052368164062,"Ashley Avenue , Christopher Lane , A Street , A Street"
2364,2364,Moore,0.5547913908958435,Moore Road
2365,2365,Janice,0.3782840669155121,Janice Way
2367,2367,Trevor engine I really wanted to you will be responding out of station 44,0.8363015651702881,Trevor Road
2369,2369,Coffey I'm confirming with bcso right now,0.8771519064903259,Coffey Lane
2370,2370,Forest,0.5676307082176208,Forest Lane
2371,2371,smashing a princess mask,0.6286526918411255,A Street
2372,2372,Eddy 121 if you can be back in route to 901 Moss Avenue,0.7315162420272827,"Eddy Court , Moss Lane , Moss Avenue"
2373,2373,Sebastian,0.4973672926425934,Sebastian Court
2374,2374,California for William yellow the color,0.6112504601478577,California Way
2375,2375,Wilder,0.602796733379364,Wilder Drive
2376,2376,penny for sex,0.36183816194534296,Penny Lane
2378,2378,Pennington 51 is a white 2016 Dodge Ram 1500 California V 1 2 0 2 David Victor 5 1 2 0 2 David Victor,0.8691320419311523,"Pennington Road , A Street , White Drive , Dodge Avenue , California Way , David Court , Victor Drive , David Court , Victor Drive"
2381,2381,that's a special on contacts,0.7574299573898315,A Street
2382,2382,star the residence was built,0.615385890007019,Star Road
2383,2383,fir,0.4148606359958649,Fir Street
2385,2385,Purcell,0.5288342833518982,Purcell Lane
2387,2387,63 disregarded 360 medical 4.14 forbestown Road between forbestown Road and strawflower certain weapons,0.8434666991233826,"Forbestown Circle , Forbestown Road , Forbestown Circle , Forbestown Road , Strawflower Lane"
2388,2388,Forest Park,0.6548335552215576,"Forest Lane , Park Way"
2389,2389, Piper,0.5709027647972107,Piper Avenue
2390,2390,Carlos I'm taking eminence,0.6552255153656006,Carlos Place
2392,2392,Edgewood 964,0.7007363438606262,Edgewood Lane
2394,2394,Lois,0.4252035617828369,Lois Drive
2395,2395,Oriole,0.912838578224182,Oriole Court
2397,2397,portal in 2180 veil of word processors,0.6687954068183899,Portal Drive
2401,2401,never wanted a negative,0.7203159332275391,A Street
2402,2402,Ernie,0.6026274561882019,Ernie Lane
2403,2403,Prairie plants,0.4330593049526215,Prairie Drive
2406,2406,firm customer refusing to check out of his room at Villa Park,0.8922597169876099,"Villa Street , Park Way"
2408,2408,Kitty 1 in 68 past perfect still on scene at the Church of the Nazarene detailed your screen,0.8280035853385925,"Kitty Lane , Church Street"
2409,2409,Edgewood 972 company 64 view Medics medical facility very same one six three 16th Avenue between 16th Street and Parkways 1418,0.7957494258880615,"Edgewood Lane , View Lane , 16th Street , 16th Street , 16th Street"
2410,2410,Tina C4 show Sam 791 of myself out at 344 stilson Canyon looking for us to 66,0.8019802570343018,"Tina Court , Stilson Canyon Road"
2411,2411,circle of notes,0.6097029447555542,Circle Lane
2413,2413,French dip,0.5267960429191589,French Avenue
2414,2414,take them and Andrew Springer he's standing by in the parking lot of 1540 Locust if I zap male subject assaulted him and then fled on Foot North on Park,0.8646365404129028,"Andrew Place , Springer Road , Locust Street , Zap Court , North Road , Park Way"
2416,2416,okay the front lobby reporting a theft,0.7048541307449341,"Front Street , A Street"
2417,2417,Celtic Cottages prices will have a total of three ones that you would Charlie slices wedding Forest,0.8319919109344482,"A Street , Forest Lane"
2418,2418,6th for prior,0.7829838395118713,6th Avenue
2420,2420,fir,0.4484891593456268,Fir Street
2421,2421,Toni Bernette,0.7865657210350037,Toni Drive
2422,2422,Perkins,0.5747770667076111,Perkins Avenue
2425,2425,Laurel forests,0.5370944738388062,Laurel Drive
2427,2427,Property Service,0.6334123611450195,Service Street
2428,2428,McKinney,0.3978524506092072,Mckinney Lane
2429,2429,Hayden Delta Fox Trot 1 1 minute delay so that by it'll catch up to what you're looking at,0.8473762273788452,"Delta Court , Fox Road"
2430,2430,Prairie Creek,0.5687665939331055,"Prairie Drive , Prairie Creek Drive"
2432,2432,I relayed that to EXO first conversation and that was the only conversation I was going to feed our operation I believe so we're going to go through their channels,0.8751474022865295,"Our Way , Go Street"
2434,2434,hey did you say scratch that to that greater access,0.7454621195793152,Access Road
2435,2435,everyone is just a second,0.5859018564224243,A Street
2436,2436,Fargo check 71st responding,0.6876616477966309,Fargo Court
2438,2438,press 1 if you see a ghost,0.8406145572662354,A Street
2439,2439,McClain 167 that plane of the standby for Community responded I would advise that they have extensive epa's,0.8197282552719116,Mcclain Lane
2440,2440,rice 23,0.684287428855896,Rice Avenue
2443,2443,French girls,0.7010840773582458,French Avenue
2444,2444,it's 41 B Max medical difficulty reading less value Baptist Church one three five nine Garlin creates Nighthawk way Michelle court for things are apart,0.8535925149917603,"B Street , Church Street , Nighthawk Way , Nighthawk Way , Michelle Court , Michelle Court"
2445,2445,Retreat advice,0.4983730316162109,Retreat Road
2447,2447,campus in 2011 responding at 3 2 7 5 roseben Avenue for difficulty breathing is over,0.744559109210968,"Campus Drive , Roseben Avenue , Roseben Avenue"
2451,2451,and then to be Medics medical First Circuit Jack-in-the-Box 25:42 Esplanade cross the key fab renuka part 14,0.8195131421089172,Esplanade
2452,2452,Bennett,0.3781745433807373,Bennett Road
2453,2453,Harlan is 2166 new incident,0.7337574958801271,Harlan Avenue
2455,2455,have you for the Boston Celtics,0.7099704742431641,Boston Drive
2456,2456,Duffy the plan now is to have the sake of the Ferguson case,0.7004551291465759,"Duffy Drive , Ferguson Drive"
2457,2457,French one operations of men,0.6329109072685242,French Avenue
2458,2458,Tres dressing Grand Prix,0.6224399209022522,Grand Court
2459,2459,Park,0.3865623474121094,Park Way
2461,2461,refer to as a general 10 10 - 5 11,0.7961254715919495,A Street
2462,2462,Jennifer Lopez,0.6430646777153015,Jennifer Court
2465,2465,some seventy four of these Medics Medical Spa one set of seven South Ohio Street profit Ohio Street and Ash Street Century 36,0.8251935243606567,"Some Way , South Avenue , Ohio Street , Ohio Street , Ohio Street , Ohio Street , Ash Street , Ash Street , Century Court"
2466,2466,4th Sunday,0.5041913986206055,"4th Avenue , Sunday Drive"
2467,2467,Harvard Stanford,0.4123406410217285,"Harvard Court , Stanford Avenue"
2468,2468,tikker fire units information PD responding code 3,0.8211776614189148,Tikker Lane
2469,2469,Fogg,0.4925575256347656,Fogg Avenue
2470,2470,Barnes 49 415 subject at 7-Eleven 10 1967,0.7649067640304565,Barnes Way
